title,year,duration,votes,meta_score,budget,opening_weekend_gross,gross_worldwide
"Miss Juneteenth",2020,99,2300,73.0,0,20946,111428
"Leap",2020,135,1500,0,0,31174,25818882
"Riverdance 25th Anniversary Show",2020,120,138,0,0,79862,1034004
"Undine",2020,91,9900,75.0,0,27065,1170267
"Lumpia with a Vengeance",2020,112,62,0,0,16519,78493
"Riders of Justice",2020,116,69000,81.0,5300000,15441,2001176
"Pray: The Story of Patrick Peyton",2020,71,60,0,0,24397,72347
"Summertime",2020,95,560,70.0,0,21490,72012
"Summer of 85",2020,101,15000,65.0,6138000,9390,3610818
"The Killing of Two Lovers",2020,85,5700,82.0,0,25378,113649
"Hard Luck Love Song",2020,104,568,56.0,0,36718,69746
"Salvatore: Shoemaker of Dreams",2020,109,294,67.0,2000000,6091,150901
"Come True",2020,105,12000,68.0,0,31090,70459
"My Brothers' Crossing",2020,98,143,0,0,19386,59395
"Summerland",2020,99,10000,56.0,0,28881,1190062
"The Dissident",2020,119,31000,81.0,0,25000,101993
"Truman & Tennessee: An Intimate Conversation",2020,86,234,70.0,0,9050,54817
"My Salinger Year",2020,101,7500,50.0,0,28851,957592
"The Nowhere Inn",2020,91,1600,60.0,0,19054,62337
"Dara of Jasenovac",2020,130,82000,0,3600000,16710,52786
"Mogul Mowgli",2020,89,3400,71.0,0,13388,126324
"Miss Fisher & the Crypt of Tears",2020,101,5100,0,0,51032,2388346
"Killer Raccoons! 2! Dark Christmas in the Dark!",2020,96,184,0,50000,3472,50932
"The Way I See It",2020,100,2000,67.0,0,25150,49030
"Nowhere Special",2020,96,8100,80.0,0,15052,764610
"Enter the Fat Dragon",2020,96,2300,0,0,22193,46855
"MLK/FBI",2020,104,1800,81.0,0,21603,91833
"Solo Brathuke So Better",2020,122,1500,0,0,35000,129044
"Some Kind of Heaven",2020,81,3800,73.0,0,9820,53222
"Little Fish",2020,101,7900,71.0,0,21555,39053
"Falling for Figaro",2020,104,4600,51.0,0,14335,1073966
"Mainstream",2020,94,6200,36.0,0,19745,49638
"Juvenile Delinquents",2020,118,111,0,1000000,1890,39455
"Honeydew",2020,106,2900,40.0,0,13767,32890
"Hunter Hunter",2020,93,14000,61.0,0,12010,32705
"Counter Column",2020,99,64,0,0,6455,32323
"Embattled",2020,117,3900,56.0,0,15141,32259
"Monday",2020,116,5900,58.0,0,18767,30932
"Rent-A-Pal",2020,108,6500,61.0,0,19650,31053
"Mama Weed",2020,104,3800,58.0,5800000,8891,5461144
"Spree",2020,93,18000,42.0,0,20480,51849
"Holler",2020,90,1700,76.0,0,12026,28706
"Bloody Hell",2020,93,12000,52.0,0,13144,72147
"The Night",2020,105,3600,68.0,0,11010,97500
"The Violent Heart",2020,107,985,50.0,0,0,24246
"Heart of Africa",2020,90,48,0,0,19697,24139
"Tar",2020,96,4200,0,0,1469,22307
"A Soldier's Story 2: Return from the Dead",2020,105,62,0,500000,0,21543
"Mandibles",2020,77,7000,74.0,4900000,7346,2044742
"Sputnik",2020,113,29000,61.0,190000000,11024,354023
"Frank and Ava",2020,110,215,0,0,3080,18829
"The Rescue",2020,139,1100,0,86500000,9674,64237554
"Shithouse",2020,100,7300,72.0,0,5545,18370
"Never Rarely Sometimes Always",2020,101,32000,92.0,0,16285,299588
"Centigrade",2020,89,3900,46.0,0,6480,31808
"Equal Standard",2020,101,650,0,0,15938,15938
"Never Gonna Snow Again",2020,116,2900,73.0,4000000,2828,167977
"No Ordinary Man",2020,83,416,72.0,650000,0,15508
"Zappa",2020,129,3800,76.0,0,2019,220031
"American Deep State",2020,139,590,0,5000000,15269,15269
"Cicada",2020,96,1200,66.0,0,3101,52131
"Stray",2020,72,1800,83.0,0,4671,54183
"The Meaning of Hitler",2020,92,509,76.0,0,4976,12804
"Lorelei",2020,111,2700,71.0,0,0,12642
"Adverse",2020,94,16000,0,0,7788,15443
"Sweat",2020,106,4200,74.0,0,966,11546
"Twiceborn",2020,135,45,0,0,5217,5880157
"Minyan",2020,118,1200,68.0,0,4988,13861
"Powerbomb",2020,79,88,0,0,8712,11319
"About Hope",2020,91,422,0,0,10814,10814
"Little Girl",2020,88,1500,80.0,0,2742,28876
"Coded Bias",2020,86,2800,73.0,0,10236,10236
"Can You Bring It: Bill T. Jones and D-Man in the Waters",2020,94,38,87.0,805565,2558,9723
"Stardust",2020,109,2400,35.0,5500000,4289,62251
"Kindred",2020,101,2500,55.0,3000000,6795,58448
"Enemies of the State",2020,103,827,74.0,0,4142,8495
"The Trip to Greece",2020,103,4900,69.0,0,1110,259505
"There Is No Evil",2020,151,7200,82.0,0,3242,902578
"Resistance",2020,120,9500,53.0,0,0,449753
"Gossamer Folds",2020,96,137,0,0,3756,7113
"I Am Lisa",2020,92,1400,0,0,6986,6986
"What We Found",2020,110,891,0,0,2720,6976
"12 Hour Shift",2020,86,5500,63.0,0,2532,6820
"Bang! Bang!",2020,71,89,0,100000,965,6390
"Unoponchash Batash",2020,147,171,0,0,4206,8368
"Sex and the Future",2020,90,424,0,1000000,745,5745
"Memories of My Father",2020,136,2800,58.0,0,5512,1927584
"Still Here",2020,99,1100,0,0,3321,5268
"Breaking Bread",2020,85,97,62.0,0,5026,117475
"Ottolenghi and the Cakes of Versailles",2020,75,183,59.0,0,1955,194348
"Farewell Amor",2020,95,1700,75.0,0,3168,4689
"No Place",2020,80,53,0,0,1645,4194
"Dear Santa",2020,84,156,72.0,0,2581,4109
"King's Gambit",2020,105,37,0,0,1936,3816
"Love It Was Not",2020,86,219,0,0,1995,20175
"Simple Passion",2020,99,1300,57.0,0,1286,314687
"The Roads Not Taken",2020,85,3100,42.0,0,3310,105439
"Paper Spiders",2020,109,1900,68.0,0,2992,11696
"Slalom",2020,92,2400,77.0,1500000,1052,572724
"Crock of Gold: A Few Rounds with Shane MacGowan",2020,124,2100,77.0,0,2202,142241
"Moondance",2020,97,48,0,0,2371,2371
"10 Days with Dad",2020,104,1400,0,8500000,856,9472077
"Mermaid in Paris",2020,102,1100,0,0,1202,683124
"The Bay of Silence",2020,93,2700,44.0,0,1454,38806
"Night Shift",2020,98,2200,0,0,534,1844043
"The Fox Hunter",2020,86,149,0,0,602,1577
"Parallel Policy",2020,0,8,0,3000000,1070,1070
"The Evil Next Door",2020,87,2800,0,0,303,1330726
"I Need You Dead!",2020,107,98,0,20000,790,790
"Granny Nanny",2020,104,979,0,0,432,4654655
"It's for Your Own Good",2020,91,729,0,6000000,256,3405155
"The East",2020,137,7300,52.0,0,46,160187
"Enola Holmes",2020,123,232000,68.0,20000000,0,0
"Greenland",2020,119,145000,64.0,34000000,0,52300000
"Hillbilly Elegy",2020,116,58000,38.0,45000000,0,0
"Mulan",2020,115,163000,66.0,200000000,0,69965374
"Boss Level",2020,100,84000,56.0,45000000,0,1753823
"Another Round",2020,117,211000,79.0,0,0,12745392
"Run",2020,90,104000,67.0,0,0,5184368
"Greyhound",2020,91,123000,64.0,50300000,0,0
"The Old Guard",2020,125,191000,70.0,70000000,0,0
"The Banker",2020,120,39000,59.0,0,0,1700000
"I Care a Lot",2020,118,153000,66.0,14000000,0,1351662
"Extraction",2020,116,276000,56.0,65000000,0,0
"Dinner in America",2020,106,12000,80.0,0,0,22394
"Inheritance",2020,111,22000,31.0,0,0,304931
"Mank",2020,131,85000,79.0,25000000,0,0
"Lost Girls and Love Hotels",2020,97,5800,57.0,0,0,106045
"Spenser Confidential",2020,111,102000,49.0,95000000,0,0
"The Trial of the Chicago 7",2020,129,200000,76.0,35000000,0,0
"An American Pickle",2020,88,28000,58.0,0,0,499649
"The Night Clerk",2020,90,20000,44.0,0,0,302127
"Rebecca",2020,123,48000,46.0,18000000,0,0
"Project Power",2020,113,101000,51.0,85000000,0,0
"Wolfwalkers",2020,103,42000,87.0,12000000,0,1310720
"Run Hide Fight",2020,109,29000,13.0,0,0,34561
"Body Cam",2020,96,7600,37.0,9591845,0,0
"Cuties",2020,96,33000,67.0,0,0,692459
"Escape from Pretoria",2020,106,47000,56.0,0,0,2431995
"The Midnight Sky",2020,118,92000,58.0,0,0,70018
"Host",2020,57,44000,73.0,0,0,443807
"Force of Nature",2020,91,14000,29.0,15000000,0,638221
"The King of Staten Island",2020,136,79000,67.0,35000000,0,2180452
"Superdeep",2020,115,6200,0,150000000,0,596370
"The High Note",2020,113,14000,58.0,0,0,2217874
"Capone",2020,103,24000,46.0,0,0,858281
"The Craft: Legacy",2020,97,18000,54.0,0,0,1922557
"The Comeback Trail",2020,104,13000,0,25000000,0,2407255
"Caveat",2020,88,9800,60.0,250000,0,78665
"The Forgotten Battle",2020,124,39000,0,14000000,0,6000546
"Skylines",2020,113,9800,46.0,0,0,170581
"Sergio",2020,118,11000,55.0,16000000,0,0
"On the Rocks",2020,96,38000,73.0,0,0,992103
"The Secret Garden",2020,99,11000,59.0,0,0,8721243
"The Things We Say, the Things We Do",2020,122,3200,0,3360000,0,2506839
"Songbird",2020,84,12000,27.0,0,0,620836
"Misbehaviour",2020,106,11000,62.0,0,0,1928777
"The Secret: Dare to Dream",2020,107,19000,32.0,21000000,0,3215636
"The Prom",2020,130,30000,55.0,0,0,187430
"The Doorman",2020,97,8700,41.0,0,0,307873
"Mortal",2020,104,11000,20.0,0,0,126068
"My Spy",2020,99,39000,46.0,0,0,10200000
"Worth",2020,118,20000,67.0,0,0,106645
"Ghosts of War",2020,94,13000,38.0,0,0,345289
"A Nice Girl Like You",2020,94,8200,41.0,2300000,0,771222
"Skin: A History of Nudity in the Movies",2020,130,1500,64.0,375000,0,0
"Happiest Season",2020,102,51000,69.0,0,0,2110618
"Antebellum",2020,105,31000,43.0,0,0,7792716
"Kalashnikov",2020,110,5500,0,1000000,0,1593464
"Arkansas",2020,117,16000,55.0,0,0,128761
"Jiu Jitsu",2020,102,11000,27.0,8000000,0,99924
"Grizzly II: Revenge",2020,74,1800,7.0,7500000,0,0
"The Very Excellent Mr. Dundee",2020,88,2700,24.0,0,0,13849
"The Postcard Killings",2020,104,18000,29.0,0,0,181415
"Valley Girl",2020,102,4300,53.0,0,0,7671
"Boys from County Hell",2020,88,5600,56.0,3000000,0,102015
"Irresistible",2020,101,24000,47.0,0,0,371962
"The Glorias",2020,147,4000,58.0,20000000,0,30940
"Flashback",2020,97,7500,49.0,0,0,177143
"Black Beauty",2020,110,4600,52.0,24000000,0,0
"Black Box",2020,100,18000,62.0,0,0,32668
"Monsters of Man",2020,131,8800,0,1000000,0,6854
"Anything for Jackson",2020,97,12000,67.0,0,0,496008
"Quo Vadis, Aida?",2020,101,40000,97.0,4500000,0,813253
"Tanhaji: The Unsung Warrior",2020,135,37000,0,21500000,0,45221814
"One Night in Miami...",2020,114,35000,83.0,16937665,0,0
"Persian Lessons",2020,127,14000,53.0,4000000,0,4849240
"Minamata",2020,115,24000,55.0,0,0,755878
"Falling",2020,112,7500,63.0,0,0,980690
"Meander",2020,90,12000,63.0,0,0,675001
"Debt Collectors",2020,97,5800,0,2300000,0,26976
"Silver Skates",2020,130,8200,0,500000000,0,7099734
"Disturbing the Peace",2020,91,3800,34.0,5000000,0,49104
"No Escapes",2020,131,1800,0,598512479,0,12916151
"Rifkin's Festival",2020,88,10000,44.0,0,0,2319180
"Love Sarah",2020,97,4100,52.0,0,0,1111401
"Shirley",2020,107,14000,76.0,0,0,275863
"Post Mortem",2020,115,3800,0,2800000,0,508801
"What Lies Below",2020,87,8900,35.0,0,0,21676
"Love, Weddings & Other Disasters",2020,96,3100,11.0,0,0,907236
"The Stronghold",2020,105,15000,0,13000000,0,18066143
"Run Sweetheart Run",2020,104,8300,51.0,30000000,0,0
"The Owners",2020,92,10000,54.0,0,0,583134
"After Love",2020,89,4600,81.0,0,0,532122
"Last and First Men",2020,70,4800,80.0,0,0,13475
"Money Plane",2020,82,5900,0,5000000,0,618
"Bruised",2020,129,16000,52.0,11000000,0,0
"Anjaam Pathiraa",2020,144,10000,0,20000000,0,1106211
"Dating Amber",2020,92,8300,59.0,0,0,87071
"Penguin Bloom",2020,95,13000,54.0,0,0,6172042
"Shikara",2020,118,16000,0,280000000,0,1109387
"The Quarry",2020,98,3800,53.0,0,0,3661
"Superintelligence",2020,106,14000,41.0,0,0,4400000
"Ala Vaikunthapurramuloo",2020,163,25000,0,800000000,0,28477890
"Invasion",2020,134,6400,0,650000000,0,16653687
"Son of the South",2020,105,2600,60.0,0,0,48582
"Here Are the Young Men",2020,96,1500,49.0,0,0,19242
"Chick Fight",2020,97,4700,39.0,0,0,70248
"Endless",2020,95,1600,27.0,0,0,846294
"Survive the Night",2020,90,12000,26.0,3500000,0,220371
"Brothers by Blood",2020,105,2700,42.0,0,0,104856
"Wander",2020,94,10000,54.0,0,0,4609
"The Red Ghost",2020,99,2500,0,50097486,0,16842
"Fatima",2020,113,4400,50.0,0,0,1477512
"Death of Me",2020,94,7700,31.0,0,0,292271
"The Macaluso Sisters",2020,89,1700,81.0,0,0,639760
"The Man Who Sold His Skin",2020,104,7500,64.0,2230000,0,227290
"Dragon Rider",2020,91,2300,0,15000000,0,6977378
"Pixie",2020,93,5800,45.0,0,0,688554
"Black Water: Abyss",2020,98,7300,46.0,0,0,1123693
"Surge",2020,105,4100,51.0,0,0,34444
"My Little Sister",2020,99,1400,75.0,0,0,36184
"I Used to Go Here",2020,80,3800,68.0,0,0,23898
"Phineas and Ferb the Movie: Candace Against the Universe",2020,86,5800,77.0,0,0,5689121
"Waiting for Anya",2020,109,2000,38.0,10000000,0,138950
"The Book of Sun",2020,120,12000,0,500000,0,12005
"Sweet Thing",2020,91,1500,72.0,0,0,1470
"10 Things We Should Do Before We Break Up",2020,74,1600,0,25000000,0,59110
"The Avengers",2012,143,1500000,69.0,220000000,207438708,1520538536
"The Dark Knight Rises",2012,164,1900000,78.0,250000000,160887295,1114976407
"The Hunger Games",2012,142,1000000,68.0,78000000,152535747,695220619
"Skyfall",2012,143,748000,81.0,200000000,88364714,1108594137
"The Hobbit: An Unexpected Journey",2012,169,899000,58.0,180000000,84617303,1017107150
"The Twilight Saga: Breaking Dawn - Part 2",2012,115,271000,52.0,120000000,141067634,848593948
"The Amazing Spider-Man",2012,136,729000,66.0,230000000,62004688,758707722
"Brave",2012,93,460000,69.0,185000000,66323594,538983207
"Ted",2012,106,680000,62.0,50000000,54415205,549368315
"Madagascar 3: Europe's Most Wanted",2012,93,207000,60.0,145000000,60316738,746921274
"The Lorax",2012,86,136000,46.0,70000000,70217070,349305397
"Wreck-It Ralph",2012,101,477000,72.0,165000000,49038712,471222950
"Lincoln",2012,150,278000,87.0,65000000,944308,275293450
"Men in Black³",2012,106,399000,58.0,225000000,54592779,654213485
"Django Unchained",2012,165,1800000,81.0,100000000,30122888,426076293
"Ice Age: Continental Drift",2012,88,234000,49.0,95000000,46629259,877244782
"Snow White and the Huntsman",2012,127,309000,57.0,170000000,56217700,396592829
"Les Misérables",2012,158,353000,63.0,61000000,27281735,442757529
"Hotel Transylvania",2012,91,295000,47.0,85000000,42522194,358488860
"Taken 2",2012,92,330000,45.0,45000000,49514769,376152455
"21 Jump Street",2012,109,620000,69.0,42000000,36302612,201585556
"Argo",2012,120,651000,86.0,44500000,19458109,232325503
"Silver Linings Playbook",2012,122,758000,81.0,21000000,443003,236412453
"Prometheus",2012,124,674000,64.0,130000000,51050101,403354469
"Safe House",2012,115,243000,52.0,85000000,40172720,208076205
"The Vow",2012,104,209000,43.0,30000000,41202458,196114570
"Life of Pi",2012,127,683000,79.0,120000000,22451514,609016565
"Magic Mike",2012,110,150000,72.0,7000000,39127170,167282900
"The Bourne Legacy",2012,135,321000,61.0,125000000,38142825,276144750
"Journey 2: The Mysterious Island",2012,94,116000,41.0,79000000,27335363,335288576
"Rise of the Guardians",2012,97,200000,58.0,145000000,23773465,306941670
"Zero Dark Thirty",2012,157,329000,95.0,40000000,417150,132820716
"Flight",2012,138,386000,76.0,31000000,24900566,161772375
"Think Like a Man",2012,122,52000,51.0,12000000,33636303,96070507
"The Campaign",2012,85,139000,50.0,95000000,26588460,104907746
"The Expendables 2",2012,103,328000,51.0,100000000,28591370,314975955
"Wrath of the Titans",2012,99,199000,37.0,150000000,33457188,301970083
"Jack Reacher",2012,130,378000,50.0,60000000,15210156,218340595
"Dark Shadows",2012,113,287000,55.0,150000000,29685274,245527149
"Parental Guidance",2012,105,27000,36.0,25000000,14554053,119772232
"John Carter",2012,132,292000,51.0,250000000,30180188,284139100
"Act of Valor",2012,110,73000,40.0,12000000,24476632,82499399
"This Is 40",2012,134,155000,59.0,35000000,11579175,88215156
"Contraband",2012,109,128000,51.0,25000000,24349815,96262212
"Looper",2012,119,615000,84.0,30000000,20801552,176506819
"Madea's Witness Protection",2012,114,12000,42.0,20000000,25390575,66899242
"Battleship",2012,131,263000,41.0,209000000,25534825,303025485
"Pitch Perfect",2012,112,339000,66.0,17000000,5149433,115647737
"Mirror Mirror",2012,106,93000,46.0,85000000,18132085,183018522
"Chronicle",2012,84,269000,69.0,12000000,22004098,126636097
"Hope Springs",2012,100,45000,65.0,30000000,14650121,114281051
"Underworld: Awakening",2012,88,164000,39.0,70000000,25306725,160112671
"The Lucky One",2012,101,116000,39.0,25000000,22518358,99357138
"The Dictator",2012,83,349000,58.0,65000000,17435092,179379533
"Total Recall",2012,118,271000,43.0,125000000,25577758,198467607
"Escape from Planet Earth",2012,89,27000,35.0,40000000,15891055,74939189
"American Reunion",2012,113,229000,49.0,50000000,21514080,234989584
"ParaNorman",2012,92,113000,72.0,60000000,14087050,107139399
"This Means War",2012,103,197000,31.0,65000000,17405930,156491279
"Project X",2012,88,244000,46.0,12000000,21051363,102731865
"The Woman in Black",2012,95,196000,62.0,17000000,20874072,128955898
"Paranormal Activity 4",2012,88,72000,40.0,5000000,29003866,142802657
"The Devil Inside",2012,83,38000,18.0,1000000,33732515,101758490
"The Odd Life of Timothy Green",2012,105,49000,47.0,25000000,10822903,56012642
"Red Tails",2012,125,38000,46.0,58000000,18782154,50365498
"The Possession",2012,92,65000,45.0,14000000,17732480,85446075
"Diary of a Wimpy Kid: Dog Days",2012,94,32000,54.0,22000000,14623599,77229695
"Sinister",2012,110,297000,53.0,3000000,18007634,82515113
"Savages",2012,131,137000,59.0,45000000,16016910,82966152
"Moonrise Kingdom",2012,94,374000,84.0,16000000,522996,68297476
"Here Comes the Boom",2012,105,97000,40.0,42000000,11816596,73100172
"Red Dawn",2012,93,82000,31.0,65000000,14276668,50950296
"The Three Stooges",2012,92,34000,56.0,30000000,17010125,54819301
"Resident Evil: Retribution",2012,95,154000,39.0,65000000,21052227,240159255
"What to Expect When You're Expecting",2012,110,77000,41.0,40000000,10547068,84384002
"End of Watch",2012,109,280000,68.0,7000000,13152683,55078146
"Rock of Ages",2012,123,83000,47.0,75000000,14437269,59418613
"Abraham Lincoln: Vampire Hunter",2012,105,165000,42.0,69000000,16306974,116471580
"Lawless",2012,116,258000,58.0,26000000,10001982,55404207
"The Guilt Trip",2012,95,41000,50.0,40000000,5290629,41863726
"That's My Boy",2012,116,115000,31.0,70000000,13453714,57719093
"Trouble with the Curve",2012,111,70000,58.0,30000000,12162040,48963137
"The Watch",2012,102,135000,36.0,68000000,12750297,68267862
"Frankenweenie",2012,87,122000,74.0,39000000,11412213,85613658
"Step Up Revolution",2012,99,59000,43.0,33000000,11731708,140470746
"Good Deeds",2012,110,8500,43.0,0,15583924,35579177
"2016: Obama's America",2012,87,11000,26.0,2500000,31610,33449086
"House at the End of the Street",2012,101,83000,31.0,10000000,12287234,44287131
"The Pirates! Band of Misfits",2012,88,53000,73.0,55000000,11137734,123069765
"Joyful Noise",2012,118,9000,44.0,25000000,11225190,31158113
"The Five-Year Engagement",2012,124,104000,62.0,30000000,10610060,54169363
"Cloud Atlas",2012,172,380000,55.0,102000000,9612247,130516424
"One for the Money",2012,91,45000,22.0,40000000,11515790,38084162
"Alex Cross",2012,101,36000,30.0,35000000,11396768,34618867
"Katy Perry: Part of Me",2012,93,14000,57.0,12000000,7138266,32726956
"Sparkle",2012,116,6800,54.0,14000000,11643342,24637800
"Mud",2012,130,194000,76.0,10000000,2215891,32613173
"The Place Beyond the Pines",2012,140,298000,68.0,15000000,279457,47162802
"Premium Rush",2012,91,120000,66.0,35000000,6030164,31083599
"Big Miracle",2012,107,21000,61.0,40000000,7760205,24740061
"The Impossible",2012,114,255000,73.0,45000000,143818,198087212
"Man on a Ledge",2012,102,160000,40.0,42000000,8001932,47636031
"A Thousand Words",2012,91,46000,26.0,40000000,6176280,22044277
"Quartet",2012,98,22000,64.0,11000000,47122,59520298
"Chernobyl Diaries",2012,86,70000,32.0,1000000,7955307,38390020
"The Perks of Being a Wallflower",2012,103,568000,67.0,13000000,228359,33384127
"Silent Hill: Revelation",2012,95,68000,16.0,20000000,8023036,55362705
"Wanderlust",2012,98,82000,53.0,0,6526650,23812816
"Safe",2012,94,121000,55.0,30000000,7892539,41564670
"To Rome with Love",2012,112,92000,54.0,17000000,361359,73258078
"The Master",2012,138,191000,86.0,32000000,736311,28288071
"The Raven",2012,110,89000,44.0,26000000,7289642,29699345
"The Man with the Iron Fists",2012,95,65000,51.0,15000000,7910980,20546518
"Killing Them Softly",2012,97,156000,64.0,15000000,6812900,37930465
"Seven Psychopaths",2012,110,280000,66.0,15000000,4174915,29347202
"Lockout",2012,95,102000,48.0,20000000,6231836,32948113
"Spring Breakers",2012,94,152000,63.0,5000000,263002,32016127
"Hit and Run",2012,100,38000,50.0,2000000,4526222,16816647
"Dredd",2012,95,304000,60.0,50000000,6278491,41037742
"Playing for Keeps",2012,105,32000,27.0,35000000,5750288,30962335
"Anna Karenina",2012,129,109000,63.0,40600000,320690,68929150
"Beasts of the Southern Wild",2012,93,86000,86.0,1800000,169702,21107746
"Cirque du Soleil: Worlds Away",2012,91,8300,51.0,0,2162993,34153101
"People Like Us",2012,114,45000,49.0,16000000,4255423,12558931
"Gone",2012,94,47000,36.0,0,4770360,19767535
"The Words",2012,102,83000,37.0,6000000,4750894,15950164
